measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,6,China,1,Male,10,25-29 years,495,Ischemic stroke,1,Number,2021,209.2386041,259.6692942,163.5163266
1,Deaths,6,China,2,Female,10,25-29 years,495,Ischemic stroke,1,Number,2021,87.66778288,117.1733868,62.56234198
1,Deaths,6,China,3,Both,10,25-29 years,495,Ischemic stroke,1,Number,2021,296.906387,357.9769331,243.2268522
1,Deaths,6,China,1,Male,10,25-29 years,495,Ischemic stroke,2,Percent,2021,0.005102927,0.005994222,0.004347541
1,Deaths,6,China,2,Female,10,25-29 years,495,Ischemic stroke,2,Percent,2021,0.006589687,0.00763943,0.00566501
1,Deaths,6,China,3,Both,10,25-29 years,495,Ischemic stroke,2,Percent,2021,0.005468174,0.006184787,0.00483065
1,Deaths,6,China,1,Male,10,25-29 years,495,Ischemic stroke,3,Rate,2021,0.458698292,0.569253758,0.35846473
1,Deaths,6,China,2,Female,10,25-29 years,495,Ischemic stroke,3,Rate,2021,0.214523236,0.286723506,0.153090173
1,Deaths,6,China,3,Both,10,25-29 years,495,Ischemic stroke,3,Rate,2021,0.343315538,0.413931962,0.281245407
1,Deaths,6,China,1,Male,11,30-34 years,495,Ischemic stroke,1,Number,2021,676.5671219,856.4040118,527.9905411
1,Deaths,6,China,2,Female,11,30-34 years,495,Ischemic stroke,1,Number,2021,226.002716,310.7149222,161.7676781
1,Deaths,6,China,3,Both,11,30-34 years,495,Ischemic stroke,1,Number,2021,902.5698378,1089.750596,724.7437701
1,Deaths,6,China,1,Male,11,30-34 years,495,Ischemic stroke,2,Percent,2021,0.008609738,0.010044234,0.00727538
1,Deaths,6,China,2,Female,11,30-34 years,495,Ischemic stroke,2,Percent,2021,0.008568449,0.010061491,0.00741127
1,Deaths,6,China,3,Both,11,30-34 years,495,Ischemic stroke,2,Percent,2021,0.008600657,0.00990701,0.007489834
1,Deaths,6,China,1,Male,11,30-34 years,495,Ischemic stroke,3,Rate,2021,1.079333387,1.366228735,0.842307881
1,Deaths,6,China,2,Female,11,30-34 years,495,Ischemic stroke,3,Rate,2021,0.386531053,0.531413817,0.276670263
1,Deaths,6,China,3,Both,11,30-34 years,495,Ischemic stroke,3,Rate,2021,0.744981763,0.899480889,0.598204005
1,Deaths,6,China,1,Male,12,35-39 years,495,Ischemic stroke,1,Number,2021,1153.446667,1478.731643,880.7805952
1,Deaths,6,China,2,Female,12,35-39 years,495,Ischemic stroke,1,Number,2021,442.3285449,580.5243128,319.1200253
1,Deaths,6,China,3,Both,12,35-39 years,495,Ischemic stroke,1,Number,2021,1595.775212,1919.55029,1281.580168
1,Deaths,6,China,1,Male,12,35-39 years,495,Ischemic stroke,2,Percent,2021,0.011960885,0.01390791,0.0103504
1,Deaths,6,China,2,Female,12,35-39 years,495,Ischemic stroke,2,Percent,2021,0.012770382,0.014632958,0.01105267
1,Deaths,6,China,3,Both,12,35-39 years,495,Ischemic stroke,2,Percent,2021,0.012178005,0.0137461,0.010799271
1,Deaths,6,China,1,Male,12,35-39 years,495,Ischemic stroke,3,Rate,2021,2.121628264,2.719951376,1.620091383
1,Deaths,6,China,2,Female,12,35-39 years,495,Ischemic stroke,3,Rate,2021,0.857273214,1.125109264,0.618483824
1,Deaths,6,China,3,Both,12,35-39 years,495,Ischemic stroke,3,Rate,2021,1.50597035,1.811524456,1.209457147
1,Deaths,6,China,1,Male,13,40-44 years,495,Ischemic stroke,1,Number,2021,2367.314245,3119.480485,1775.104161
1,Deaths,6,China,2,Female,13,40-44 years,495,Ischemic stroke,1,Number,2021,874.2477668,1165.705061,647.1727493
1,Deaths,6,China,3,Both,13,40-44 years,495,Ischemic stroke,1,Number,2021,3241.562011,4006.709834,2551.233102
1,Deaths,6,China,1,Male,13,40-44 years,495,Ischemic stroke,2,Percent,2021,0.019060281,0.021534523,0.016640484
1,Deaths,6,China,2,Female,13,40-44 years,495,Ischemic stroke,2,Percent,2021,0.018211879,0.020451205,0.015923443
1,Deaths,6,China,3,Both,13,40-44 years,495,Ischemic stroke,2,Percent,2021,0.018824668,0.021140747,0.016595263
1,Deaths,6,China,1,Male,13,40-44 years,495,Ischemic stroke,3,Rate,2021,5.044856185,6.647757244,3.782829097
1,Deaths,6,China,2,Female,13,40-44 years,495,Ischemic stroke,3,Rate,2021,1.959828646,2.613197606,1.450787456
1,Deaths,6,China,3,Both,13,40-44 years,495,Ischemic stroke,3,Rate,2021,3.541387003,4.377306398,2.787206821
1,Deaths,6,China,1,Male,14,45-49 years,495,Ischemic stroke,1,Number,2021,5090.986695,6646.3371,3717.594859
1,Deaths,6,China,2,Female,14,45-49 years,495,Ischemic stroke,1,Number,2021,2060.59385,2710.975813,1526.953893
1,Deaths,6,China,3,Both,14,45-49 years,495,Ischemic stroke,1,Number,2021,7151.580545,8960.902379,5608.200572
1,Deaths,6,China,1,Male,14,45-49 years,495,Ischemic stroke,2,Percent,2021,0.026623959,0.029870946,0.02355408
1,Deaths,6,China,2,Female,14,45-49 years,495,Ischemic stroke,2,Percent,2021,0.025318159,0.028590779,0.021976779
1,Deaths,6,China,3,Both,14,45-49 years,495,Ischemic stroke,2,Percent,2021,0.026236319,0.028904931,0.023485949
1,Deaths,6,China,1,Male,14,45-49 years,495,Ischemic stroke,3,Rate,2021,9.081077704,11.85544321,6.631281874
1,Deaths,6,China,2,Female,14,45-49 years,495,Ischemic stroke,3,Rate,2021,3.797624092,4.99626215,2.814138697
1,Deaths,6,China,3,Both,14,45-49 years,495,Ischemic stroke,3,Rate,2021,6.482486727,8.122530449,5.083503646
1,Deaths,6,China,1,Male,15,50-54 years,495,Ischemic stroke,1,Number,2021,12588.89826,16865.40239,9101.037549
1,Deaths,6,China,2,Female,15,50-54 years,495,Ischemic stroke,1,Number,2021,5509.337966,7163.591701,4088.278774
1,Deaths,6,China,3,Both,15,50-54 years,495,Ischemic stroke,1,Number,2021,18098.23622,22550.02696,14128.67206
1,Deaths,6,China,1,Male,15,50-54 years,495,Ischemic stroke,2,Percent,2021,0.038310463,0.042373472,0.033327658
1,Deaths,6,China,2,Female,15,50-54 years,495,Ischemic stroke,2,Percent,2021,0.035613831,0.040801358,0.031735062
1,Deaths,6,China,3,Both,15,50-54 years,495,Ischemic stroke,2,Percent,2021,0.037444639,0.04076688,0.033887936
1,Deaths,6,China,1,Male,15,50-54 years,495,Ischemic stroke,3,Rate,2021,20.58993269,27.58442342,14.88531774
1,Deaths,6,China,2,Female,15,50-54 years,495,Ischemic stroke,3,Rate,2021,9.225590675,11.99569988,6.845974375
1,Deaths,6,China,3,Both,15,50-54 years,495,Ischemic stroke,3,Rate,2021,14.97466569,18.65812286,11.69020772
1,Deaths,6,China,1,Male,16,55-59 years,495,Ischemic stroke,1,Number,2021,21780.42905,29053.3177,15776.02469
1,Deaths,6,China,2,Female,16,55-59 years,495,Ischemic stroke,1,Number,2021,10805.1499,14023.28575,8054.44226
1,Deaths,6,China,3,Both,16,55-59 years,495,Ischemic stroke,1,Number,2021,32585.57895,40562.38343,25610.40959
1,Deaths,6,China,1,Male,16,55-59 years,495,Ischemic stroke,2,Percent,2021,0.049531182,0.055884894,0.043890105
1,Deaths,6,China,2,Female,16,55-59 years,495,Ischemic stroke,2,Percent,2021,0.047960258,0.053221504,0.042400815
1,Deaths,6,China,3,Both,16,55-59 years,495,Ischemic stroke,2,Percent,2021,0.048998642,0.053893078,0.044183567
1,Deaths,6,China,1,Male,16,55-59 years,495,Ischemic stroke,3,Rate,2021,39.6847957,52.93628398,28.74453554
1,Deaths,6,China,2,Female,16,55-59 years,495,Ischemic stroke,3,Rate,2021,19.62474158,25.46964749,14.62879732
1,Deaths,6,China,3,Both,16,55-59 years,495,Ischemic stroke,3,Rate,2021,29.63878037,36.89422169,23.2943937
1,Deaths,6,China,1,Male,17,60-64 years,495,Ischemic stroke,1,Number,2021,33924.35126,44531.45894,25525.9143
1,Deaths,6,China,2,Female,17,60-64 years,495,Ischemic stroke,1,Number,2021,17239.85927,21964.42554,13328.79166
1,Deaths,6,China,3,Both,17,60-64 years,495,Ischemic stroke,1,Number,2021,51164.21053,62146.11414,41283.36233
1,Deaths,6,China,1,Male,17,60-64 years,495,Ischemic stroke,2,Percent,2021,0.072385862,0.079885438,0.065157087
1,Deaths,6,China,2,Female,17,60-64 years,495,Ischemic stroke,2,Percent,2021,0.068345643,0.07564355,0.061469487
1,Deaths,6,China,3,Both,17,60-64 years,495,Ischemic stroke,2,Percent,2021,0.070973873,0.076991037,0.064739411
1,Deaths,6,China,1,Male,17,60-64 years,495,Ischemic stroke,3,Rate,2021,92.62533612,121.5864475,69.69466782
1,Deaths,6,China,2,Female,17,60-64 years,495,Ischemic stroke,3,Rate,2021,47.38852433,60.37530223,36.6378726
1,Deaths,6,China,3,Both,17,60-64 years,495,Ischemic stroke,3,Rate,2021,70.08299976,85.12563875,56.54854912
1,Deaths,6,China,1,Male,18,65-69 years,495,Ischemic stroke,1,Number,2021,68593.88771,89878.70347,52076.37392
1,Deaths,6,China,2,Female,18,65-69 years,495,Ischemic stroke,1,Number,2021,40454.8721,50324.98233,31480.55116
1,Deaths,6,China,3,Both,18,65-69 years,495,Ischemic stroke,1,Number,2021,109048.7598,131929.6431,88470.78304
1,Deaths,6,China,1,Male,18,65-69 years,495,Ischemic stroke,2,Percent,2021,0.089416032,0.098725183,0.080377698
1,Deaths,6,China,2,Female,18,65-69 years,495,Ischemic stroke,2,Percent,2021,0.087502282,0.097200537,0.078580583
1,Deaths,6,China,3,Both,18,65-69 years,495,Ischemic stroke,2,Percent,2021,0.088699599,0.095940975,0.081348927
1,Deaths,6,China,1,Male,18,65-69 years,495,Ischemic stroke,3,Rate,2021,181.7534003,238.1518313,137.9869016
1,Deaths,6,China,2,Female,18,65-69 years,495,Ischemic stroke,3,Rate,2021,103.8278077,129.159538,80.79512906
1,Deaths,6,China,3,Both,18,65-69 years,495,Ischemic stroke,3,Rate,2021,142.1691875,171.9994817,115.3412415
1,Deaths,6,China,1,Male,19,70-74 years,495,Ischemic stroke,1,Number,2021,108275.0968,136196.6607,83155.98279
1,Deaths,6,China,2,Female,19,70-74 years,495,Ischemic stroke,1,Number,2021,68970.80514,86051.31498,55250.45303
1,Deaths,6,China,3,Both,19,70-74 years,495,Ischemic stroke,1,Number,2021,177245.9019,211090.4897,145371.0643
1,Deaths,6,China,1,Male,19,70-74 years,495,Ischemic stroke,2,Percent,2021,0.11379605,0.124411844,0.103200628
1,Deaths,6,China,2,Female,19,70-74 years,495,Ischemic stroke,2,Percent,2021,0.113338171,0.125191846,0.10127537
1,Deaths,6,China,3,Both,19,70-74 years,495,Ischemic stroke,2,Percent,2021,0.113626949,0.12169571,0.104925078
1,Deaths,6,China,1,Male,19,70-74 years,495,Ischemic stroke,3,Rate,2021,418.7540051,526.7406715,321.605816
1,Deaths,6,China,2,Female,19,70-74 years,495,Ischemic stroke,3,Rate,2021,251.351789,313.5986585,201.3504147
1,Deaths,6,China,3,Both,19,70-74 years,495,Ischemic stroke,3,Rate,2021,332.5661051,396.0686325,272.7594158
1,Deaths,6,China,1,Male,20,75-79 years,495,Ischemic stroke,1,Number,2021,121595.709,152598.1108,94618.52873
1,Deaths,6,China,2,Female,20,75-79 years,495,Ischemic stroke,1,Number,2021,83777.46073,103850.5679,67311.93848
1,Deaths,6,China,3,Both,20,75-79 years,495,Ischemic stroke,1,Number,2021,205373.1697,240136.1913,169386.8259
1,Deaths,6,China,1,Male,20,75-79 years,495,Ischemic stroke,2,Percent,2021,0.126117226,0.1391281,0.113738674
1,Deaths,6,China,2,Female,20,75-79 years,495,Ischemic stroke,2,Percent,2021,0.123701666,0.135898013,0.107383518
1,Deaths,6,China,3,Both,20,75-79 years,495,Ischemic stroke,2,Percent,2021,0.125115632,0.135240633,0.114058935
1,Deaths,6,China,1,Male,20,75-79 years,495,Ischemic stroke,3,Rate,2021,779.3382252,978.0406054,606.434527
1,Deaths,6,China,2,Female,20,75-79 years,495,Ischemic stroke,3,Rate,2021,478.2772386,592.8726225,384.2772003
1,Deaths,6,China,3,Both,20,75-79 years,495,Ischemic stroke,3,Rate,2021,620.1079769,725.07216,511.4500696
1,Deaths,6,China,1,Male,22,All ages,495,Ischemic stroke,1,Number,2021,674865.0169,831211.2216,538077.5447
1,Deaths,6,China,2,Female,22,All ages,495,Ischemic stroke,1,Number,2021,502086.9105,616660.9279,395757.143
1,Deaths,6,China,3,Both,22,All ages,495,Ischemic stroke,1,Number,2021,1176951.927,1372706.775,986876.2024
1,Deaths,6,China,1,Male,22,All ages,495,Ischemic stroke,2,Percent,2021,0.098719859,0.107227528,0.089977504
1,Deaths,6,China,2,Female,22,All ages,495,Ischemic stroke,2,Percent,2021,0.103394122,0.114128498,0.088590604
1,Deaths,6,China,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2021,0.100646516,0.108422451,0.089965748
1,Deaths,6,China,1,Male,22,All ages,495,Ischemic stroke,3,Rate,2021,92.68806665,114.1611421,73.90124851
1,Deaths,6,China,2,Female,22,All ages,495,Ischemic stroke,3,Rate,2021,72.27990124,88.77385576,56.97278024
1,Deaths,6,China,3,Both,22,All ages,495,Ischemic stroke,3,Rate,2021,82.72396945,96.48291545,69.36418975
1,Deaths,6,China,1,Male,30,80-84 years,495,Ischemic stroke,1,Number,2021,130337.2678,160006.6072,104698.1442
1,Deaths,6,China,2,Female,30,80-84 years,495,Ischemic stroke,1,Number,2021,111227.7857,136952.4486,86580.99817
1,Deaths,6,China,3,Both,30,80-84 years,495,Ischemic stroke,1,Number,2021,241565.0536,279919.3942,199407.8521
1,Deaths,6,China,1,Male,30,80-84 years,495,Ischemic stroke,2,Percent,2021,0.132634931,0.144546031,0.118139614
1,Deaths,6,China,2,Female,30,80-84 years,495,Ischemic stroke,2,Percent,2021,0.133464318,0.148912294,0.11212992
1,Deaths,6,China,3,Both,30,80-84 years,495,Ischemic stroke,2,Percent,2021,0.133022234,0.144260396,0.117002875
1,Deaths,6,China,1,Male,30,80-84 years,495,Ischemic stroke,3,Rate,2021,1502.451191,1844.461845,1206.898488
1,Deaths,6,China,2,Female,30,80-84 years,495,Ischemic stroke,3,Rate,2021,1000.530526,1231.932332,778.824563
1,Deaths,6,China,3,Both,30,80-84 years,495,Ischemic stroke,3,Rate,2021,1220.527545,1414.316044,1007.524775
1,Deaths,6,China,1,Male,31,85-89 years,495,Ischemic stroke,1,Number,2021,120656.5752,140349.1,101765.336
1,Deaths,6,China,2,Female,31,85-89 years,495,Ischemic stroke,1,Number,2021,94968.18723,119808.2808,70749.25622
1,Deaths,6,China,3,Both,31,85-89 years,495,Ischemic stroke,1,Number,2021,215624.7624,247599.9244,178756.4507
1,Deaths,6,China,1,Male,31,85-89 years,495,Ischemic stroke,2,Percent,2021,0.136023565,0.14974708,0.121642586
1,Deaths,6,China,2,Female,31,85-89 years,495,Ischemic stroke,2,Percent,2021,0.124671821,0.142858021,0.099549762
1,Deaths,6,China,3,Both,31,85-89 years,495,Ischemic stroke,2,Percent,2021,0.130789865,0.143438085,0.111117301
1,Deaths,6,China,1,Male,31,85-89 years,495,Ischemic stroke,3,Rate,2021,3466.231237,4031.959585,2923.522287
1,Deaths,6,China,2,Female,31,85-89 years,495,Ischemic stroke,3,Rate,2021,1571.063169,1981.994,1170.408259
1,Deaths,6,China,3,Both,31,85-89 years,495,Ischemic stroke,3,Rate,2021,2263.598549,2599.26932,1876.560177
1,Deaths,6,China,1,Male,32,90-94 years,495,Ischemic stroke,1,Number,2021,42165.24538,50105.6116,34829.89095
1,Deaths,6,China,2,Female,32,90-94 years,495,Ischemic stroke,1,Number,2021,49219.18785,60483.88554,36165.7335
1,Deaths,6,China,3,Both,32,90-94 years,495,Ischemic stroke,1,Number,2021,91384.43323,106524.8319,73764.86629
1,Deaths,6,China,1,Male,32,90-94 years,495,Ischemic stroke,2,Percent,2021,0.123044016,0.135351024,0.109441618
1,Deaths,6,China,2,Female,32,90-94 years,495,Ischemic stroke,2,Percent,2021,0.110295676,0.127270683,0.085455117
1,Deaths,6,China,3,Both,32,90-94 years,495,Ischemic stroke,2,Percent,2021,0.115831644,0.128387808,0.095518868
1,Deaths,6,China,1,Male,32,90-94 years,495,Ischemic stroke,3,Rate,2021,5213.085764,6194.790239,4306.181715
1,Deaths,6,China,2,Female,32,90-94 years,495,Ischemic stroke,3,Rate,2021,2318.212209,2848.776829,1703.397569
1,Deaths,6,China,3,Both,32,90-94 years,495,Ischemic stroke,3,Rate,2021,3116.808424,3633.195301,2515.865651
1,Deaths,6,China,1,Male,235,95+ years,495,Ischemic stroke,1,Number,2021,5223.359404,5989.176221,4284.908262
1,Deaths,6,China,2,Female,235,95+ years,495,Ischemic stroke,1,Number,2021,16107.015,20382.02966,11680.10906
1,Deaths,6,China,3,Both,235,95+ years,495,Ischemic stroke,1,Number,2021,21330.3744,25974.39198,16128.97839
1,Deaths,6,China,1,Male,235,95+ years,495,Ischemic stroke,2,Percent,2021,0.100401945,0.113436177,0.08291918
1,Deaths,6,China,2,Female,235,95+ years,495,Ischemic stroke,2,Percent,2021,0.096832287,0.113711568,0.071604458
1,Deaths,6,China,3,Both,235,95+ years,495,Ischemic stroke,2,Percent,2021,0.097683871,0.112210217,0.074778278
1,Deaths,6,China,1,Male,235,95+ years,495,Ischemic stroke,3,Rate,2021,4318.835969,4952.037125,3542.895385
1,Deaths,6,China,2,Female,235,95+ years,495,Ischemic stroke,3,Rate,2021,3108.533602,3933.579504,2254.173818
1,Deaths,6,China,3,Both,235,95+ years,495,Ischemic stroke,3,Rate,2021,3337.572538,4064.223897,2523.707944
1,Deaths,6,China,1,Male,1,<5 years,496,Intracerebral hemorrhage,1,Number,2021,96.25892809,146.4563696,63.24363414
1,Deaths,6,China,2,Female,1,<5 years,496,Intracerebral hemorrhage,1,Number,2021,63.15397792,95.96428323,38.52885553
1,Deaths,6,China,3,Both,1,<5 years,496,Intracerebral hemorrhage,1,Number,2021,159.412906,233.9781913,104.3062806
1,Deaths,6,China,1,Male,1,<5 years,496,Intracerebral hemorrhage,2,Percent,2021,0.001882891,0.002767535,0.001305746
1,Deaths,6,China,2,Female,1,<5 years,496,Intracerebral hemorrhage,2,Percent,2021,0.00181032,0.002717087,0.001127027
1,Deaths,6,China,3,Both,1,<5 years,496,Intracerebral hemorrhage,2,Percent,2021,0.001853357,0.002650839,0.001253241
1,Deaths,6,China,1,Male,1,<5 years,496,Intracerebral hemorrhage,3,Rate,2021,0.231221274,0.35179935,0.151916024
1,Deaths,6,China,2,Female,1,<5 years,496,Intracerebral hemorrhage,3,Rate,2021,0.175244535,0.266289103,0.106912843
1,Deaths,6,China,3,Both,1,<5 years,496,Intracerebral hemorrhage,3,Rate,2021,0.205248393,0.301253199,0.134297135
1,Deaths,6,China,1,Male,6,5-9 years,496,Intracerebral hemorrhage,1,Number,2021,82.25362419,119.6283081,57.37773432
1,Deaths,6,China,2,Female,6,5-9 years,496,Intracerebral hemorrhage,1,Number,2021,46.99867553,68.13773217,31.11564564
1,Deaths,6,China,3,Both,6,5-9 years,496,Intracerebral hemorrhage,1,Number,2021,129.2522997,179.5398631,90.95440438
1,Deaths,6,China,1,Male,6,5-9 years,496,Intracerebral hemorrhage,2,Percent,2021,0.005863922,0.008397166,0.00426026
1,Deaths,6,China,2,Female,6,5-9 years,496,Intracerebral hemorrhage,2,Percent,2021,0.00631313,0.008993626,0.004286178
1,Deaths,6,China,3,Both,6,5-9 years,496,Intracerebral hemorrhage,2,Percent,2021,0.006019571,0.008334739,0.004376249
1,Deaths,6,China,1,Male,6,5-9 years,496,Intracerebral hemorrhage,3,Rate,2021,0.161462282,0.234828068,0.112631389
1,Deaths,6,China,2,Female,6,5-9 years,496,Intracerebral hemorrhage,3,Rate,2021,0.104843501,0.151999994,0.069412025
1,Deaths,6,China,3,Both,6,5-9 years,496,Intracerebral hemorrhage,3,Rate,2021,0.134960605,0.187469071,0.09497132
1,Deaths,6,China,1,Male,7,10-14 years,496,Intracerebral hemorrhage,1,Number,2021,80.56477272,108.8277113,57.61378733
1,Deaths,6,China,2,Female,7,10-14 years,496,Intracerebral hemorrhage,1,Number,2021,48.90566599,66.64030264,34.3450032
1,Deaths,6,China,3,Both,7,10-14 years,496,Intracerebral hemorrhage,1,Number,2021,129.4704387,172.5116059,96.25671825
1,Deaths,6,China,1,Male,7,10-14 years,496,Intracerebral hemorrhage,2,Percent,2021,0.007036409,0.009130812,0.005408646
1,Deaths,6,China,2,Female,7,10-14 years,496,Intracerebral hemorrhage,2,Percent,2021,0.008727942,0.011949519,0.006322982
1,Deaths,6,China,3,Both,7,10-14 years,496,Intracerebral hemorrhage,2,Percent,2021,0.007591559,0.009828542,0.005876251
1,Deaths,6,China,1,Male,7,10-14 years,496,Intracerebral hemorrhage,3,Rate,2021,0.175169349,0.236620531,0.125267772
1,Deaths,6,China,2,Female,7,10-14 years,496,Intracerebral hemorrhage,3,Rate,2021,0.121654527,0.165770046,0.085434377
1,Deaths,6,China,3,Both,7,10-14 years,496,Intracerebral hemorrhage,3,Rate,2021,0.150210002,0.200145832,0.111675854
1,Deaths,6,China,1,Male,8,15-19 years,496,Intracerebral hemorrhage,1,Number,2021,409.6293004,537.2759072,303.564218
1,Deaths,6,China,2,Female,8,15-19 years,496,Intracerebral hemorrhage,1,Number,2021,154.4540582,198.5480698,118.2168163
1,Deaths,6,China,3,Both,8,15-19 years,496,Intracerebral hemorrhage,1,Number,2021,564.0833586,714.3804158,439.3268841
1,Deaths,6,China,1,Male,8,15-19 years,496,Intracerebral hemorrhage,2,Percent,2021,0.022851991,0.026896903,0.019344399
1,Deaths,6,China,2,Female,8,15-19 years,496,Intracerebral hemorrhage,2,Percent,2021,0.020944945,0.026842164,0.016936755
1,Deaths,6,China,3,Both,8,15-19 years,496,Intracerebral hemorrhage,2,Percent,2021,0.022292065,0.026366157,0.019323192
1,Deaths,6,China,1,Male,8,15-19 years,496,Intracerebral hemorrhage,3,Rate,2021,1.021957494,1.340414709,0.757342619
